#Date of last update:
Date,2017-04-23 23:19:24.700777
#taxon id,CITES species,CITES description,taxon species,CITES appendix
302524,Amazilia tobaci,"Appendix II: ","Amazilia tobaci",2
57392,Amazilia tzacatl,"Appendix II: ","Amazilia tzacatl",2
472775,Amazilia versicolor,"Appendix II: ","Amazilia versicolor",2
1290860,Amazilia violiceps,"Appendix II: ","Amazilia violiceps",2
688846,Amazilia viridicauda,"Appendix II: ","Amazilia viridicauda",2
1290861,Amazilia viridifrons,"Appendix II: ","Amazilia viridifrons",2
472771,Amazilia viridigaster,"Appendix II: ","Amazilia viridigaster",2
372284,Amazilia yucatanensis,"Appendix II: ","Amazilia yucatanensis",2
12929,Amazona,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Amazona",1
12929,Amazona,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Amazona",2
12930,Amazona aestiva,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Amazona aestiva",2
241586,Amazona agilis,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Amazona agilis",2
241569,Amazona albifrons,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Amazona albifrons",2
151758,Amazona amazonica,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Amazona amazonica",2
241563,Amazona arausiaca,"Appendix I: ","Amazona arausiaca",1
152277,Amazona auropalliata,"Appendix I: ","Amazona auropalliata",1
151759,Amazona autumnalis,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Amazona autumnalis",2
229553,Amazona barbadensis,"Appendix I: ","Amazona barbadensis",1
244070,Amazona brasiliensis,"Appendix I: ","Amazona brasiliensis",1
241587,Amazona collaria,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Amazona collaria",2
241570,Amazona dufresniana,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Amazona dufresniana",2
151760,Amazona farinosa,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Amazona farinosa",2
244075,Amazona festiva,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Amazona festiva",2
241578,Amazona finschi,"Appendix I: ","Amazona finschi",1
175529,Amazona guildingii,"Appendix I: ","Amazona guildingii",1
241577,Amazona imperialis,"Appendix I: ","Amazona imperialis",1
244077,Amazona kawalli,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Amazona kawalli",2
241562,Amazona leucocephala,"Appendix I: ","Amazona leucocephala",1
151761,Amazona ochrocephala,"Appendix II: ","Amazona ochrocephala",2
152276,Amazona oratrix,"Appendix I: ","Amazona oratrix",1
244081,Amazona pretrei,"Appendix I: ","Amazona pretrei",1
244082,Amazona rhodocorytha,"Appendix I: ","Amazona rhodocorytha",1
244083,Amazona tucumana,"Appendix I: ","Amazona tucumana",1
57393,Amazona ventralis,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Amazona ventralis",2
241584,Amazona versicolor,"Appendix I: ","Amazona versicolor",1
244084,Amazona vinacea,"Appendix I: ","Amazona vinacea",1
229552,Amazona viridigenalis,"Appendix I: ","Amazona viridigenalis",1
241585,Amazona vittata,"Appendix I: ","Amazona vittata",1
51208,Amblyrhynchus cristatus,"Appendix II: ","Amblyrhynchus cristatus",2
282261,Ambystoma dumerilii,"Appendix II: ","Ambystoma dumerilii",2
8296,Ambystoma mexicanum,"Appendix II: ","Ambystoma mexicanum",2
507706,Ameerega,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega",2
511739,Ameerega altamazonica,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega altamazonica",2
92730,Ameerega bassleri,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega bassleri",2
92731,Ameerega bilinguis,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega bilinguis",2
660655,Ameerega boehmei,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega boehmei",2
384897,Ameerega braccata,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega braccata",2
386762,Ameerega cainarachi,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega cainarachi",2
1544330,Ameerega erythromos,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega erythromos",2
384900,Ameerega flavopicta,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega flavopicta",2
161872,Ameerega hahneli,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega hahneli",2
623746,Ameerega ignipedis,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega ignipedis",2
384901,Ameerega macero,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega macero",2
111128,Ameerega parvula,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega parvula",2
623747,Ameerega pepperi,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega pepperi",2
384902,Ameerega petersi,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega petersi",2
92734,Ameerega picta,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega picta",2
366444,Ameerega pongoensis,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega pongoensis",2
384871,Ameerega pulchripecta,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega pulchripecta",2
161878,Ameerega rubriventris,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega rubriventris",2
111129,Ameerega silverstonei,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega silverstonei",2
386764,Ameerega simulans,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega simulans",2
386765,Ameerega smaragdina,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega smaragdina",2
92737,Ameerega trivittata,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega trivittata",2
623748,Ameerega yoshina,"Appendix II:Formerly included in <i>Epipedobates</i> spp. ","Ameerega yoshina",2
979700,Amietophrynus channingi,"Appendix I:Formerly listed under synonym <i>Bufo superciliaris</i>. <p>Originally listed as <i>Amietophrynus superciliaris</i>, from which <i>Amietophrynus channingi</i> was split in 2017, following taxonomic changes adopted at CoP17.</p>","Amietophrynus channingi",1
979692,Amietophrynus superciliaris,"Appendix I:Formerly listed under synonym <i>Bufo superciliaris</i>. ","Amietophrynus superciliaris",1
9899,Ammotragus lervia,"Appendix II: ","Ammotragus lervia",2
161655,Amyda cartilaginea,"Appendix II: ","Amyda cartilaginea",2
46701,Anacropora,"Appendix II:Excludes fossils. ","Anacropora",2
541182,Anacropora forbesi,"Appendix II:Excludes fossils. ","Anacropora forbesi",2
310697,Anacropora matthai,"Appendix II:Excludes fossils. ","Anacropora matthai",2
75833,Anas aucklandica,"Appendix I: ","Anas aucklandica",1
75835,Anas bernieri,"Appendix II: ","Anas bernieri",2
75837,Anas chlorotis,"Appendix I: ","Anas chlorotis",1
56278,Anas formosa,"Appendix II: ","Anas formosa",2
75850,Anas laysanensis,"Appendix I: ","Anas laysanensis",1
101514,Anas nesiotis,"Appendix I:Includes <i>Anas aucklandica nesiotis</i> ","Anas nesiotis",1
320339,Anathana,"Appendix II:Included in SCANDENTIA spp. ","Anathana",2
320340,Anathana ellioti,"Appendix II:Included in SCANDENTIA spp. ","Anathana ellioti",2
1116803,Andinobates,"Appendix II:Formerly included in <i>Dendrobates</i> spp. ","Andinobates",2
507665,Andinobates bombetes,"Appendix II:Formerly included in <i>Dendrobates</i> spp. ","Andinobates bombetes",2
1204270,Andinobates cassidyhornae,"Appendix II:Formerly included in <i>Dendrobates</i> spp. ","Andinobates cassidyhornae",2
370607,Andinobates claudiae,"Appendix II:Formerly included in <i>Dendrobates</i> spp. ","Andinobates claudiae",2
1091400,Andinobates dorisswansonae,"Appendix II:Formerly included in <i>Dendrobates</i> spp. ","Andinobates dorisswansonae",2
111124,Andinobates fulguritus,"Appendix II:Formerly included in <i>Dendrobates</i> spp. ","Andinobates fulguritus",2
1561229,Andinobates geminisae,"Appendix II:Formerly included in <i>Dendrobates</i> spp. ","Andinobates geminisae",2
51959,Andinobates minutus,"Appendix II:Formerly included in <i>Dendrobates</i> spp. ","Andinobates minutus",2
1203600,Andinobates opisthomelas,"Appendix II:Formerly included in <i>Dendrobates</i> spp. ","Andinobates opisthomelas",2
1091405,Andinobates tolimensis,"Appendix II:Formerly included in <i>Dendrobates</i> spp. ","Andinobates tolimensis",2
507667,Andinobates virolensis,"Appendix II:Formerly included in <i>Dendrobates</i> spp. ","Andinobates virolinensis",2
141261,Andrias,"Appendix I: ","Andrias",1
141262,Andrias davidianus,"Appendix I: ","Andrias davidianus",1
166789,Andrias japonicus,"Appendix I: ","Andrias japonicus",1
214660,Androdon,"Appendix II: ","Androdon",2
214661,Androdon aequatorialis,"Appendix II: ","Androdon aequatorialis",2
7936,Anguilla anguilla,"Appendix II: ","Anguilla anguilla",2
51899,Anodorhynchus,"Appendix I: ","Anodorhynchus",1
51900,Anodorhynchus hyacinthinus,"Appendix I:Included in <i>Anodorhynchus</i> spp. ","Anodorhynchus hyacinthinus",1
178882,Anodorhynchus leari,"Appendix I:Included in <i>Anodorhynchus</i> spp. ","Anodorhynchus leari",1
1221493,Anomaloglossus rufulus,"Appendix II:Formerly included in <i>Epipedobates</i> spp.  <p><i>Anomaloglossus</i> was split from <i>Allobates</i> in 2017, following taxonomic changes adopted at CoP17.</p>","Anomaloglossus rufulus",2
1109022,Anopetia,"Appendix II: ","Anopetia",2
1109023,Anopetia gounellei,"Appendix II: ","Anopetia gounellei",2
866354,Anorrhinus,"Appendix II:Includes generic synonym <i>Ptilolaemus</i>. ","Anorrhinus",2
866357,Anorrhinus galeritus,"Appendix II:Includes generic synonym <i>Ptilolaemus</i>. ","Anorrhinus galeritus",2
866355,Anorrhinus tickelli,"Appendix II:Includes generic synonym <i>Ptilolaemus</i>. ","Anorrhinus tickelli",2
117886,Anoxypristis,"Appendix I: ","Anoxypristis",1
195290,Anoxypristis cuspidata,"Appendix I: ","Anoxypristis cuspidata",1
196249,Antaresia,"Appendix II:Formerly included in Boidae spp. ","Antaresia",2
51888,Antaresia childreni,"Appendix II:Formerly included in Boidae spp. ","Antaresia childreni",2
51891,Antaresia maculosa,"Appendix II:Formerly included in Boidae spp. ","Antaresia maculosa",2
461324,Antaresia perthensis,"Appendix II:Formerly included in Boidae spp. ","Antaresia perthensis",2
461325,Antaresia stimsoni,"Appendix II:Formerly included in Boidae spp. ","Antaresia stimsoni",2
130198,Anthemiphyllia,"Appendix II:Excludes fossils. ","Anthemiphyllia",2
865870,Anthemiphyllia dentata,"Appendix II:Excludes fossils. ","Anthemiphyllia dentata",2
865871,Anthemiphyllia patera,"Appendix II:Excludes fossils. ","Anthemiphyllia patera",2
130199,Anthemiphyllia spinifera,"Appendix II:Excludes fossils. ","Anthemiphyllia spinifera",2
689202,Anthocephala,"Appendix II: ","Anthocephala",2
689203,Anthocephala floriceps,"Appendix II: ","Anthocephala floriceps",2
57394,Anthracoceros,"Appendix II: ","Anthracoceros",2
57395,Anthracoceros albirostris,"Appendix II: ","Anthracoceros albirostris",2
1303020,Anthracoceros coronatus,"Appendix II: ","Anthracoceros coronatus",2
175817,Anthracoceros malayanus,"Appendix II: ","Anthracoceros malayanus",2
1303021,Anthracoceros marchei,"Appendix II: ","Anthracoceros marchei",2
1303022,Anthracoceros montani,"Appendix II: ","Anthracoceros montani",2
118179,Anthracothorax,"Appendix II: ","Anthracothorax",2
584663,Anthracothorax dominicus,"Appendix II: ","Anthracothorax dominicus",2
304601,Anthracothorax mango,"Appendix II: ","Anthracothorax mango",2
118180,Anthracothorax nigricollis,"Appendix II: ","Anthracothorax nigricollis",2
214672,Anthracothorax prevostii,"Appendix II: ","Anthracothorax prevostii",2
584664,Anthracothorax veraguensis,"Appendix II: ","Anthracothorax veraguensis",2
584665,Anthracothorax viridigula,"Appendix II: ","Anthracothorax viridigula",2
190442,Anthracothorax viridis,"Appendix II: ","Anthracothorax viridis",2
1171716,Anthropoides,"Appendix II: ","Anthropoides",2
1171711,Anthropoides paradiseus,"Appendix II: ","Anthropoides paradiseus",2
9111,Anthropoides virgo,"Appendix II:Included in Gruidae spp. ","Anthropoides virgo",2
9891,Antilocapra americana,"Appendix I:Only the population of MX; no other population is included in the Appendices. ","Antilocapra americana",1
59525,Antilope cervicapra,"Appendix III: 
Appendix III: ","Antilope cervicapra",3
44168,Antipatharia,"Appendix II: ","Antipatharia",2
406747,Antipathella,"Appendix II: ","Antipathella",2
406748,Antipathella subpinnata,"Appendix II: ","Antipathella subpinnata",2
58809,Antipathes,"Appendix II: ","Antipathes",2
639589,Antipathes atlantica,"Appendix II: ","Antipathes atlantica",2
934276,Antipathes caribbeana,"Appendix II: ","Antipathes caribbeana",2
934277,Antipathes curvata,"Appendix II: ","Antipathes curvata",2
1350335,Antipathes dendrochristos,"Appendix II: ","Antipathes dendrochristos",2
1350336,Antipathes densa,"Appendix II: ","Antipathes densa",2
406751,Antipathes elegans,"Appendix II: ","Antipathes elegans",2
795029,Antipathes furcata,"Appendix II: ","Antipathes furcata",2
86006,Antipathes galapagensis,"Appendix II: ","Antipathes galapagensis",2
888993,Antipathes grandis,"Appendix II: ","Antipathes grandis",2
639590,Antipathes griggi,"Appendix II: ","Antipathes griggi",2
44169,Antipathidae,"Appendix II: ","Antipathidae",2
76721,Aonyx,"Appendix II: ","Aonyx",1
76721,Aonyx,"Appendix II: ","Aonyx",2
76722,Aonyx capensis,"Appendix II:Except <i>A. c. microdon</i> (populations of CM and NG) ","Aonyx capensis",1
76722,Aonyx capensis,"Appendix II:Except <i>A. c. microdon</i> (populations of CM and NG) ","Aonyx capensis",2
452597,Aonyx cinerea,"Appendix II: ","Aonyx cinerea",2
376918,Aotidae,"Appendix II: ","Aotidae",2
114498,Aotus,"Appendix II: ","Aotus",2
43147,Aotus lemurinus,"Appendix II: ","Aotus lemurinus",2
37293,Aotus nancymaae,"Appendix II: ","Aotus nancymaae",2
57175,Aotus nigriceps,"Appendix II: ","Aotus nigriceps",2
9505,Aotus trivirgatus,"Appendix II: ","Aotus trivirgatus",2
57176,Aotus vociferans,"Appendix II: ","Aotus vociferans",2
100213,Apalone ferox,"Appendix III: ","Apalone ferox",3
101490,Apalone mutica,"Appendix III: ","Apalone mutica",3
55534,Apalone spinifera,"Appendix III: ","Apalone spinifera",1
55534,Apalone spinifera,"Appendix III: ","Apalone spinifera",3
387427,Apalone spinifera atra,"Appendix I: ","Apalone spinifera atra",1
578565,Aphanipathes,"Appendix II: ","Aphanipathes",2
578585,Aphanipathes pedata,"Appendix II: ","Aphanipathes pedata",2
1350338,Aphanipathes verticillata,"Appendix II: ","Aphanipathes verticillata",2
578562,Aphanipathidae,"Appendix II: ","Aphanipathidae",2
472778,Aphantochroa,"Appendix II: ","Aphantochroa",2
472779,Aphantochroa cirrochloris,"Appendix II: ","Aphantochroa cirrochloris",2
274067,Aprosmictus,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Aprosmictus",2
274068,Aprosmictus erythropterus,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Aprosmictus erythropterus",2
678559,Aprosmictus jonquillaceus,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Aprosmictus jonquillaceus",2
8960,Aquila,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Aquila",1
8960,Aquila,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Aquila",2
52408,Aquila adalberti,"Appendix I: ","Aquila adalberti",1
8961,Aquila audax,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Aquila audax",2
8962,Aquila chrysaetos,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Aquila chrysaetos",2
52409,Aquila clanga,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Aquila clanga",2
321090,Aquila gurneyi,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Aquila gurneyi",2
52410,Aquila heliaca,"Appendix I: ","Aquila heliaca",1
193005,Aquila nipalensis,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Aquila nipalensis",2
52411,Aquila pomarina,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Aquila pomarina",2
252781,Aquila rapax,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Aquila rapax",2
252782,Aquila verreauxii,"Appendix II:Excludes <i>Caracara lutosa</i> and Cathartidae spp. ","Aquila verreauxii",2
9225,Ara,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Ara",1
9225,Ara,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Ara",2
467031,Ara ambiguus,"Appendix I: ","Ara ambiguus",1
9226,Ara ararauna,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Ara ararauna",2
176013,Ara chloropterus,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Ara chloropterus",2
303304,Ara glaucogularis,"Appendix I:Often traded under the incorrect designation <i>Ara caninde</i>. ","Ara glaucogularis",1
176014,Ara macao,"Appendix I: ","Ara macao",1
57237,Ara militaris,"Appendix I: ","Ara militaris",1
113544,Arapaima gigas,"Appendix II: ","Arapaima gigas",2
467030,Ara rubrogenys,"Appendix I: ","Ara rubrogenys",1
178883,Ara severus,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Ara severus",2
12945,Aratinga,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Aratinga",2
867384,Aratinga auricapillus,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Aratinga auricapillus",2
231027,Aratinga jandaya,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Aratinga jandaya",2
1230190,Aratinga maculata,"Appendix II:Excludes <i>Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri</i>. ","Aratinga maculata",2
